GameID,Season,Fight_Time,Period,Period_Label,Team,Opponent,Is_Home,Score_State_At_Fight,Was_Trailing,Corsi_Before,Corsi_After,Corsi_Delta,Shots_Before,Shots_After,Shots_Delta,Goals_Before,Goals_After,xG_Before,xG_After,xG_Delta,Gained_Momentum
2012020078,2012,339,1,Period 1,NJD,BOS,0,0,0,2.0,5.0,3.0,0.0,2.0,2.0,0.0,0.0,0.1199662571452413,0.1385321476411241,0.018565890495882795,1
2012020079,2012,1054,1,Period 1,TOR,BUF,0,0,0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0281601505179468,0.07772398601595709,0.04956383549801029,1
2012020079,2012,1054,1,Period 1,BUF,TOR,1,0,0,5.0,8.0,3.0,2.0,5.0,3.0,1.0,1.0,0.15723969045793182,0.5595547498130313,0.4023150593550995,1
2012020081,2012,865,1,Period 1,MTL,WPG,1,2,0,5.0,2.0,-3.0,2.0,2.0,0.0,1.0,0.0,0.2609959784668942,0.1020917304296537,-0.15890424803724051,0
2012020081,2012,865,1,Period 1,WPG,MTL,0,-2,1,4.0,3.0,-1.0,2.0,3.0,1.0,0.0,1.0,0.0406773754867006,0.1366731801477812,0.09599580466108061,0
2012020084,2012,580,1,Period 1,TBL,FLA,1,0,0,2.0,8.0,6.0,2.0,6.0,4.0,0.0,2.0,0.1073307556569546,0.7411381015213452,0.6338073458643906,1
2012020084,2012,580,1,Period 1,FLA,TBL,0,0,0,1.0,3.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0190380092526217,0.2371361672174527,0.218098157964831,1
2012020085,2012,3,1,Period 1,DET,DAL,1,0,0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0932557110139616,0.0932557110139616,1
2012020085,2012,971,1,Period 1,DAL,DET,0,0,0,4.0,9.0,5.0,1.0,4.0,3.0,0.0,0.0,0.0315462860542067,0.2417780771038199,0.2102317910496132,1
2012020085,2012,971,1,Period 1,DET,DAL,1,0,0,6.0,0.0,-6.0,5.0,0.0,-5.0,0.0,0.0,0.1993751057489257,0.0,-0.1993751057489257,0
2012020086,2012,660,1,Period 1,MIN,CBJ,1,1,0,2.0,5.0,3.0,2.0,4.0,2.0,1.0,0.0,0.082951876806084,0.34783896118235835,0.26488708437627434,1
2012020086,2012,660,1,Period 1,CBJ,MIN,0,-1,1,7.0,1.0,-6.0,1.0,0.0,-1.0,0.0,0.0,0.06384065884427059,0.0,-0.06384065884427059,0
2012020086,2012,1614,2,Period 2,CBJ,MIN,0,-2,1,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0716480195067565,0.0716480195067565,0
2012020086,2012,1614,2,Period 2,MIN,CBJ,1,2,0,6.0,4.0,-2.0,3.0,1.0,-2.0,0.0,0.0,0.1557085692855083,0.3672744328855356,0.21156586360002727,0
2012020088,2012,87,1,Period 1,OTT,MTL,1,0,0,2.0,5.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0160065285528656,0.0897454862823852,0.0737389577295196,1
2012020088,2012,87,1,Period 1,MTL,OTT,0,0,0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,0.5020855490523177,0.5020855490523177,1
2012020088,2012,338,1,Period 1,OTT,MTL,1,-1,1,4.0,7.0,3.0,2.0,6.0,4.0,0.0,1.0,0.0756820079110942,0.3022939485428789,0.2266119406317847,1
2012020088,2012,338,1,Period 1,MTL,OTT,0,1,0,3.0,5.0,2.0,3.0,1.0,-2.0,1.0,0.0,0.5020855490523178,0.1800308488930503,-0.3220547001592675,1
2012020091,2012,321,1,Period 1,COL,VAN,0,0,0,7.0,4.0,-3.0,4.0,2.0,-2.0,0.0,0.0,0.4190715751051255,0.21770009927776002,-0.20137147582736548,0
2012020091,2012,321,1,Period 1,VAN,COL,1,0,0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0889799746034551,0.2889906653061103,0.2000106907026552,0
2012020092,2012,173,1,Period 1,BOS,BUF,1,0,0,1.0,7.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0548868028189299,0.0762709517030305,0.021384148884100597,1
2012020092,2012,173,1,Period 1,BUF,BOS,0,0,0,3.0,2.0,-1.0,2.0,1.0,-1.0,0.0,0.0,0.08643245123496769,0.0382942114011088,-0.04813823983385889,0
2012020094,2012,155,1,Period 1,NYI,NJD,0,0,0,2.0,0.0,-2.0,1.0,0.0,-1.0,0.0,0.0,0.1130521303288506,0.0,-0.1130521303288506,0
2012020094,2012,155,1,Period 1,NJD,NYI,1,0,0,1.0,7.0,6.0,1.0,4.0,3.0,0.0,0.0,0.0448846763478127,0.48540772048568565,0.44052304413787297,1
2012020096,2012,1520,2,Period 2,CBJ,STL,1,-3,1,6.0,8.0,2.0,2.0,3.0,1.0,0.0,0.0,0.2243943829476106,0.1518907838696407,-0.07250359907796991,1
2012020096,2012,1520,2,Period 2,STL,CBJ,0,3,0,7.0,5.0,-2.0,3.0,4.0,1.0,0.0,0.0,1.1177977107742334,0.6259160183020035,-0.4918816924722299,0
2012020096,2012,1751,2,Period 2,STL,CBJ,0,3,0,4.0,5.0,1.0,3.0,3.0,0.0,0.0,0.0,0.5059064358156772,0.6339625935127593,0.12805615769708212,1
2012020096,2012,1751,2,Period 2,CBJ,STL,1,-3,1,10.0,2.0,-8.0,3.0,1.0,-2.0,0.0,0.0,0.2288674609211635,0.1043018774511988,-0.1245655834699647,0
2012020096,2012,2279,2,Period 2,STL,CBJ,0,2,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1927643172863261,0.1927643172863261,1
2012020096,2012,2279,2,Period 2,CBJ,STL,1,-2,1,10.0,5.0,-5.0,5.0,2.0,-3.0,1.0,0.0,0.3686100838886368,0.16705595235948448,-0.20155413152915233,0
2012020097,2012,2743,3,Period 3,WPG,FLA,0,0,0,6.0,2.0,-4.0,3.0,1.0,-2.0,1.0,1.0,0.5354350490722581,0.1187833554246126,-0.41665169364764554,0
2012020097,2012,2743,3,Period 3,FLA,WPG,1,0,0,2.0,1.0,-1.0,2.0,0.0,-2.0,1.0,0.0,0.0276208851857084,0.0130811927099186,-0.014539692475789802,0
2012020101,2012,1094,1,Period 1,PHI,WSH,0,0,0,6.0,11.0,5.0,3.0,6.0,3.0,0.0,0.0,0.089266167669623,0.44560536073769774,0.3563391930680747,1
2012020101,2012,1094,1,Period 1,WSH,PHI,1,0,0,2.0,3.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0125972388016893,0.0,-0.0125972388016893,1
2012020105,2012,2033,2,Period 2,DAL,PHX,1,0,0,4.0,2.0,-2.0,1.0,2.0,1.0,0.0,1.0,0.0928375524069137,0.07634542091958729,-0.01649213148732641,0
2012020105,2012,2033,2,Period 2,PHX,DAL,0,0,0,3.0,8.0,5.0,1.0,5.0,4.0,0.0,1.0,0.0334163785213988,0.2309070360835747,0.1974906575621759,1
2012020109,2012,2483,3,Period 3,MTL,BUF,1,5,0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.3426845159235058,0.4063000501065426,0.06361553418303678,0
2012020109,2012,2483,3,Period 3,BUF,MTL,0,-5,1,6.0,4.0,-2.0,4.0,4.0,0.0,0.0,1.0,0.1990931816492039,0.23176652590582578,0.03267334425662188,0
2012020111,2012,162,1,Period 1,TOR,BOS,1,0,0,1.0,5.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0549295213646661,0.1204181921841832,0.0654886708195171,1
2012020111,2012,162,1,Period 1,BOS,TOR,0,0,0,5.0,3.0,-2.0,4.0,1.0,-3.0,0.0,0.0,0.16336534565926458,0.0803890621515267,-0.08297628350773788,0
2012020111,2012,2121,2,Period 2,BOS,TOR,0,1,0,5.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.6450294465155613,0.5276014667954896,-0.11742797972007168,0
2012020111,2012,2121,2,Period 2,TOR,BOS,1,-1,1,8.0,6.0,-2.0,3.0,2.0,-1.0,0.0,0.0,0.1857664783993199,0.0798380209439333,-0.1059284574553866,0
2012020112,2012,548,1,Period 1,CAR,PHI,0,0,0,4.0,8.0,4.0,2.0,3.0,1.0,1.0,0.0,0.09208932559693861,0.12214566271876451,0.0300563371218259,1
2012020112,2012,548,1,Period 1,PHI,CAR,1,0,0,6.0,5.0,-1.0,2.0,3.0,1.0,1.0,0.0,0.20803823002634758,0.0847146148504578,-0.12332361517588979,0
2012020116,2012,204,1,Period 1,CGY,CHI,1,0,0,5.0,3.0,-2.0,4.0,1.0,-3.0,0.0,0.0,0.2050680532622316,0.0823898498274727,-0.1226782034347589,0
2012020116,2012,204,1,Period 1,CHI,CGY,0,0,0,5.0,7.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0525407672494547,0.20423122016405829,0.1516904529146036,1
2012020117,2012,1409,2,Period 2,LAK,ANA,0,0,0,9.0,3.0,-6.0,7.0,2.0,-5.0,1.0,0.0,0.4097224649685548,0.0801085077490201,-0.3296139572195347,0
2012020117,2012,1409,2,Period 2,ANA,LAK,1,0,0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.019630397618568503,0.019630397618568503,1
2012020121,2012,524,1,Period 1,BUF,FLA,1,0,0,5.0,7.0,2.0,2.0,3.0,1.0,0.0,1.0,0.31855289678312443,0.3919244487861826,0.07337155200305817,1
2012020121,2012,524,1,Period 1,FLA,BUF,0,0,0,7.0,4.0,-3.0,5.0,2.0,-3.0,1.0,0.0,0.3866804011965034,0.1063074311057133,-0.2803729700907901,0
2012020121,2012,1405,2,Period 2,BUF,FLA,1,1,0,5.0,4.0,-1.0,0.0,4.0,4.0,0.0,1.0,0.1755478761083843,0.4629555248145304,0.2874076487061461,0
2012020121,2012,1405,2,Period 2,FLA,BUF,0,-1,1,6.0,3.0,-3.0,4.0,0.0,-4.0,0.0,0.0,0.12952785471427739,0.0532380274851824,-0.07628982722909498,0
2012020122,2012,1366,2,Period 2,NJD,NYI,0,0,0,8.0,7.0,-1.0,3.0,2.0,-1.0,0.0,0.0,0.34464327955966034,0.2564021762526936,-0.08824110330696672,0
2012020122,2012,1366,2,Period 2,NYI,NJD,1,0,0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18434448115248359,0.18434448115248359,1
2012020123,2012,175,1,Period 1,CAR,TOR,0,0,0,2.0,5.0,3.0,1.0,3.0,2.0,0.0,0.0,0.1064430994493492,0.2873700478665038,0.18092694841715456,1
2012020123,2012,175,1,Period 1,TOR,CAR,1,0,0,5.0,11.0,6.0,4.0,7.0,3.0,0.0,1.0,0.2291822848934662,0.9405614754538241,0.7113791905603579,1
2012020127,2012,680,1,Period 1,ANA,SJS,1,0,0,6.0,4.0,-2.0,3.0,1.0,-2.0,0.0,0.0,0.0917517805498432,0.1820914789076279,0.09033969835778469,0
2012020127,2012,680,1,Period 1,SJS,ANA,0,0,0,5.0,2.0,-3.0,1.0,0.0,-1.0,0.0,0.0,0.0277053791556362,0.0,-0.0277053791556362,0
2012020129,2012,1186,1,Period 1,NYI,PIT,1,-1,1,9.0,5.0,-4.0,7.0,1.0,-6.0,0.0,0.0,0.8670358250591694,0.2298148576406782,-0.6372209674184912,0
2012020129,2012,1186,1,Period 1,PIT,NYI,0,1,0,3.0,7.0,4.0,2.0,4.0,2.0,0.0,0.0,0.2571163379281164,0.8647096886458312,0.6075933507177148,1
2012020131,2012,1515,2,Period 2,CBJ,LAK,1,-1,1,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0598912125846749,0.0607498880990872,0.0008586755144123007,1
2012020131,2012,1515,2,Period 2,LAK,CBJ,0,1,0,9.0,5.0,-4.0,5.0,3.0,-2.0,2.0,0.0,0.41379450264590967,0.11970663651156861,-0.29408786613434107,0
2012020131,2012,1889,2,Period 2,CBJ,LAK,1,-1,1,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012020131,2012,1889,2,Period 2,LAK,CBJ,0,1,0,7.0,7.0,0.0,4.0,6.0,2.0,1.0,0.0,0.18340346099412919,0.4821356327163832,0.298732171722254,0
2012020133,2012,379,1,Period 1,PHI,TBL,1,0,0,5.0,6.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0417770975608314,0.038836274777003105,-0.0029408227838282966,1
2012020133,2012,379,1,Period 1,TBL,PHI,0,0,0,4.0,1.0,-3.0,2.0,1.0,-1.0,0.0,0.0,0.15888593850343208,0.0743318674775556,-0.08455407102587648,0
2012020133,2012,3076,3,Period 3,PHI,TBL,1,1,0,2.0,7.0,5.0,1.0,3.0,2.0,1.0,0.0,0.21059794300145518,0.2899442420592282,0.07934629905777302,1
2012020133,2012,3076,3,Period 3,TBL,PHI,0,-1,1,11.0,1.0,-10.0,4.0,0.0,-4.0,1.0,0.0,0.21674265316696778,0.0,-0.21674265316696778,0
2012020134,2012,168,1,Period 1,CGY,DET,0,0,0,2.0,5.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0749566018010681,0.6558663018139783,0.5809097000129102,1
2012020134,2012,168,1,Period 1,DET,CGY,1,0,0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.023387595951808202,0.0231654108432728,-0.00022218510853540263,1
2012020137,2012,1728,2,Period 2,SJS,CHI,1,0,0,4.0,7.0,3.0,1.0,5.0,4.0,0.0,0.0,0.1214420897916856,0.21637303461925111,0.09493094482756552,1
2012020137,2012,1728,2,Period 2,CHI,SJS,0,0,0,3.0,5.0,2.0,2.0,3.0,1.0,0.0,1.0,0.016109401175512898,0.2157486525737764,0.1996392513982635,1
2012020139,2012,120,1,Period 1,ANA,COL,0,0,0,1.0,5.0,4.0,0.0,3.0,3.0,0.0,1.0,0.0229086813543636,0.13026871305117999,0.10736003169681638,1
2012020139,2012,120,1,Period 1,COL,ANA,1,0,0,1.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0105665750416341,0.08220712481085639,0.0716405497692223,1
2012020148,2012,866,1,Period 1,TOR,WPG,0,0,0,6.0,3.0,-3.0,2.0,2.0,0.0,0.0,0.0,0.1362424032968766,0.158041909782756,0.021799506485879416,0
2012020148,2012,866,1,Period 1,WPG,TOR,1,0,0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.10294862676802338,0.0461818079487463,-0.05676681881927708,1
2012020150,2012,135,1,Period 1,NSH,LAK,1,0,0,0.0,6.0,6.0,0.0,5.0,5.0,0.0,1.0,0.0,0.6469699352172846,0.6469699352172846,1
2012020150,2012,135,1,Period 1,LAK,NSH,0,0,0,2.0,7.0,5.0,1.0,5.0,4.0,0.0,0.0,0.0247602215755331,0.1405500390352226,0.1157898174596895,1
2012020151,2012,437,1,Period 1,VAN,MIN,0,0,0,7.0,4.0,-3.0,3.0,4.0,1.0,0.0,1.0,0.1425308950506844,0.34045006963360314,0.19791917458291874,0
2012020151,2012,437,1,Period 1,MIN,VAN,1,0,0,4.0,3.0,-1.0,1.0,2.0,1.0,0.0,0.0,0.0364299262621582,0.0427733198625362,0.006343393600378,0
2012020151,2012,2540,3,Period 3,VAN,MIN,0,4,0,2.0,1.0,-1.0,2.0,1.0,-1.0,1.0,0.0,0.1508592319916613,0.0970956686807709,-0.0537635633108904,0
2012020151,2012,2540,3,Period 3,MIN,VAN,1,-4,1,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0623447654559709,0.0911064614886391,0.028761696032668198,0
2012020152,2012,155,1,Period 1,CHI,PHX,0,0,0,4.0,7.0,3.0,4.0,5.0,1.0,0.0,0.0,0.1108141232248587,0.36832130225267923,0.2575071790278205,1
2012020152,2012,155,1,Period 1,PHX,CHI,1,0,0,3.0,2.0,-1.0,2.0,1.0,-1.0,0.0,0.0,0.0948892099079262,0.0562180080568339,-0.038671201851092296,0
2012020153,2012,662,1,Period 1,DAL,ANA,1,1,0,7.0,11.0,4.0,4.0,5.0,1.0,1.0,1.0,0.2758924782919275,1.0571354213938522,0.7812429431019248,1
2012020153,2012,662,1,Period 1,ANA,DAL,0,-1,1,2.0,2.0,0.0,2.0,1.0,-1.0,0.0,0.0,0.0400797364622298,0.0268346092251928,-0.013245127237037,0
2012020154,2012,840,1,Period 1,BOS,TBL,1,0,0,3.0,6.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0466007603699352,0.21418288116060352,0.1675821207906683,1
2012020154,2012,840,1,Period 1,TBL,BOS,0,0,0,4.0,2.0,-2.0,3.0,1.0,-2.0,0.0,0.0,0.0893559851865442,0.0360989994110674,-0.053256985775476794,0
2012020154,2012,2242,2,Period 2,BOS,TBL,1,2,0,5.0,1.0,-4.0,2.0,0.0,-2.0,1.0,0.0,0.5685058780244227,0.0792988397935509,-0.48920703823087175,0
2012020154,2012,2242,2,Period 2,TBL,BOS,0,-2,1,3.0,3.0,0.0,3.0,2.0,-1.0,0.0,0.0,0.16363312133514063,0.0755313462498098,-0.08810177508533083,0
2012020155,2012,520,1,Period 1,NJD,PIT,1,-1,1,3.0,5.0,2.0,1.0,2.0,1.0,0.0,0.0,0.1186533751498995,0.24313916809013159,0.12448579294023208,1
2012020155,2012,520,1,Period 1,PIT,NJD,0,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.1040789135865517,0.0,-0.1040789135865517,0
2012020160,2012,2469,3,Period 3,TOR,MTL,0,4,0,1.0,8.0,7.0,1.0,5.0,4.0,1.0,1.0,0.0460320041392678,0.8858986093867441,0.8398666052474764,1
2012020160,2012,2469,3,Period 3,MTL,TOR,1,-4,1,6.0,5.0,-1.0,3.0,3.0,0.0,0.0,0.0,0.248599040734842,0.0710830726946327,-0.1775159680402093,0
2012020160,2012,2879,3,Period 3,TOR,MTL,0,5,0,8.0,1.0,-7.0,6.0,0.0,-6.0,1.0,0.0,1.0112536446727127,0.1681686234395825,-0.8430850212331302,0
2012020160,2012,2879,3,Period 3,MTL,TOR,1,-5,1,3.0,3.0,0.0,3.0,1.0,-2.0,0.0,0.0,0.11859546241381301,0.028676815813978,-0.089918646599835,0
2012020160,2012,3301,3,Period 3,MTL,TOR,1,-6,1,2.0,8.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,0.26632514275120023,0.26632514275120023,1
2012020160,2012,3301,3,Period 3,TOR,MTL,0,6,0,5.0,3.0,-2.0,2.0,0.0,-2.0,1.0,0.0,0.8922789609041568,0.0,-0.8922789609041568,0
2012020162,2012,344,1,Period 1,WSH,FLA,1,0,0,7.0,2.0,-5.0,1.0,2.0,1.0,0.0,0.0,0.0363332736278959,0.0273886458886084,-0.008944627739287503,0
2012020162,2012,344,1,Period 1,FLA,WSH,0,0,0,4.0,6.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0684650421729107,0.2329975244218671,0.1645324822489564,1
2012020168,2012,539,1,Period 1,BOS,BUF,0,0,0,9.0,2.0,-7.0,6.0,1.0,-5.0,0.0,0.0,0.42135111611163356,0.0995913730850465,-0.32175974302658705,0
2012020168,2012,539,1,Period 1,BUF,BOS,1,0,0,5.0,6.0,1.0,5.0,6.0,1.0,0.0,0.0,0.16986301692355688,0.2944861402822652,0.12462312335870834,1
2012020170,2012,4,1,Period 1,PIT,NJD,1,0,0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.0,0.0,0.1453135184191671,0.1453135184191671,1
2012020171,2012,1361,2,Period 2,NSH,CHI,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012020171,2012,1361,2,Period 2,CHI,NSH,0,0,0,2.0,5.0,3.0,2.0,4.0,2.0,0.0,2.0,0.2000482028242705,0.4200681957588325,0.22001999293456198,1
2012020174,2012,153,1,Period 1,CBJ,SJS,1,1,0,2.0,0.0,-2.0,1.0,0.0,-1.0,1.0,0.0,0.2575265862763226,0.0,-0.2575265862763226,0
2012020174,2012,153,1,Period 1,SJS,CBJ,0,-1,1,2.0,12.0,10.0,1.0,3.0,2.0,0.0,0.0,0.0333295709691726,0.3351280424397401,0.3017984714705675,1
2012020174,2012,510,1,Period 1,SJS,CBJ,0,-1,1,11.0,6.0,-5.0,3.0,6.0,3.0,0.0,0.0,0.3351280424397401,0.16696188960015768,-0.16816615283958242,0
2012020174,2012,510,1,Period 1,CBJ,SJS,1,1,0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.5054328040562774,0.216410667896096,-0.28902213616018146,0
2012020175,2012,121,1,Period 1,STL,LAK,1,0,0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0690851424145412,0.0690851424145412,1
2012020175,2012,121,1,Period 1,LAK,STL,0,0,0,1.0,6.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0054872957443332,0.1307279710621489,0.1252406753178157,1
2012020175,2012,2354,2,Period 2,LAK,STL,0,3,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0220531596888137,0.0220531596888137,1
2012020175,2012,2354,2,Period 2,STL,LAK,1,-3,1,5.0,9.0,4.0,2.0,3.0,1.0,0.0,1.0,0.128828559678338,0.1316398330310554,0.002811273352717386,1
2012020176,2012,840,1,Period 1,COL,PHX,1,-1,1,9.0,1.0,-8.0,5.0,1.0,-4.0,0.0,0.0,0.4548340288148559,0.0259416140435333,-0.4288924147713226,0
2012020176,2012,840,1,Period 1,PHX,COL,0,1,0,6.0,3.0,-3.0,4.0,1.0,-3.0,1.0,0.0,0.6268001226396713,0.0626554989903976,-0.5641446236492738,0
2012020176,2012,1399,2,Period 2,COL,PHX,1,0,0,8.0,6.0,-2.0,5.0,5.0,0.0,1.0,1.0,0.3202369731770089,0.6893231914343092,0.3690862182573003,0
2012020176,2012,1399,2,Period 2,PHX,COL,0,0,0,5.0,3.0,-2.0,4.0,2.0,-2.0,0.0,0.0,0.31546034328334355,0.0396815034647443,-0.27577883981859924,0
2012020181,2012,1861,2,Period 2,TBL,MTL,1,-2,1,3.0,10.0,7.0,2.0,4.0,2.0,0.0,0.0,0.09369651979278859,0.24736431294360267,0.15366779315081408,1
2012020181,2012,1861,2,Period 2,MTL,TBL,0,2,0,4.0,4.0,0.0,2.0,3.0,1.0,1.0,0.0,0.23818707294297461,0.3501645026662593,0.1119774297232847,0
2012020183,2012,1517,2,Period 2,WPG,PHI,1,-1,1,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0579445521236586,0.0787918738457502,0.020847321722091604,1
2012020183,2012,1517,2,Period 2,PHI,WPG,0,1,0,5.0,3.0,-2.0,3.0,2.0,-1.0,0.0,0.0,0.09234154251961028,0.48108616497436096,0.38874462245475067,0
2012020185,2012,1800,2,Period 2,CHI,ANA,1,-1,1,9.0,3.0,-6.0,4.0,3.0,-1.0,0.0,2.0,0.1882605269239587,0.3167412867127538,0.1284807597887951,0
2012020185,2012,1800,2,Period 2,ANA,CHI,0,1,0,2.0,7.0,5.0,2.0,4.0,2.0,0.0,0.0,0.240449358765429,0.7068170784865967,0.4663677197211677,1
2012020190,2012,1333,2,Period 2,DAL,CGY,0,-2,1,8.0,4.0,-4.0,3.0,3.0,0.0,1.0,1.0,0.37965758700150193,0.1858058048867683,-0.19385178211473364,0
2012020190,2012,1333,2,Period 2,CGY,DAL,1,2,0,2.0,8.0,6.0,1.0,4.0,3.0,1.0,1.0,0.2810160169557022,0.9203258586899645,0.6393098417342623,1
2012020191,2012,325,1,Period 1,NYR,NYI,1,1,0,2.0,6.0,4.0,2.0,4.0,2.0,1.0,0.0,0.1004704921443809,0.48262510312477114,0.3821546109803902,1
2012020191,2012,325,1,Period 1,NYI,NYR,0,-1,1,6.0,2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0371722062391749,0.0421484205284056,0.0049762142892307015,0
2012020192,2012,125,1,Period 1,TOR,CAR,0,0,0,1.0,5.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0179101365701762,0.046325599925305,0.0284154633551288,1
2012020192,2012,125,1,Period 1,CAR,TOR,1,0,0,3.0,3.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.08033593683712631,0.0896730025521769,0.009337065715050594,0
2012020199,2012,182,1,Period 1,WPG,PIT,1,0,0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0957103722434748,0.0765596224064307,-0.019150749837044095,0
2012020199,2012,182,1,Period 1,PIT,WPG,0,0,0,2.0,9.0,7.0,1.0,6.0,5.0,0.0,1.0,0.026858605990619698,1.083837814030014,1.0569792080393943,1
2012020199,2012,1542,2,Period 2,WPG,PIT,1,-1,1,4.0,5.0,1.0,4.0,1.0,-3.0,0.0,0.0,0.08963426642355521,0.1502283559684094,0.06059408954485418,1
2012020199,2012,1542,2,Period 2,PIT,WPG,0,1,0,6.0,8.0,2.0,2.0,4.0,2.0,0.0,0.0,0.2545433350910942,0.5975381972871397,0.3429948621960455,1
2012020201,2012,931,1,Period 1,CHI,SJS,1,0,0,1.0,5.0,4.0,1.0,4.0,3.0,0.0,1.0,0.0470291841687318,0.4752358591870411,0.4282066750183093,1
2012020201,2012,931,1,Period 1,SJS,CHI,0,0,0,12.0,2.0,-10.0,7.0,1.0,-6.0,0.0,0.0,0.4736512529485344,0.144521599209222,-0.32912965373931236,0
2012020203,2012,2109,2,Period 2,VAN,DAL,1,2,0,4.0,4.0,0.0,2.0,4.0,2.0,0.0,0.0,0.2997713803853429,0.4745360457943195,0.17476466540897662,0
2012020203,2012,2109,2,Period 2,DAL,VAN,0,-2,1,5.0,7.0,2.0,4.0,4.0,0.0,0.0,1.0,0.27399042316286426,0.22615068806320018,-0.04783973509966408,1
2012020203,2012,2110,2,Period 2,VAN,DAL,1,2,0,4.0,4.0,0.0,2.0,4.0,2.0,0.0,0.0,0.2997713803853429,0.47453604579431946,0.17476466540897656,0
2012020203,2012,2110,2,Period 2,DAL,VAN,0,-2,1,5.0,7.0,2.0,4.0,4.0,0.0,0.0,1.0,0.27399042316286426,0.22615068806320018,-0.04783973509966408,1
2012020203,2012,2112,2,Period 2,VAN,DAL,1,2,0,4.0,4.0,0.0,2.0,4.0,2.0,0.0,0.0,0.2997713803853429,0.4745360457943195,0.17476466540897662,0
2012020203,2012,2112,2,Period 2,DAL,VAN,0,-2,1,5.0,7.0,2.0,4.0,4.0,0.0,0.0,1.0,0.27399042316286426,0.22615068806320018,-0.04783973509966408,1
2012020210,2012,2999,3,Period 3,PHX,CBJ,1,1,0,5.0,6.0,1.0,4.0,3.0,-1.0,1.0,0.0,0.5875256825011531,0.8155814358677216,0.22805575336656847,1
2012020210,2012,2999,3,Period 3,CBJ,PHX,0,-1,1,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122564560475543,0.0122564560475543,1
2012020212,2012,2542,3,Period 3,BUF,PIT,1,0,0,2.0,10.0,8.0,0.0,8.0,8.0,0.0,1.0,0.0984121373541494,0.5914866989182401,0.49307456156409074,1
2012020212,2012,2542,3,Period 3,PIT,BUF,0,0,0,4.0,8.0,4.0,2.0,6.0,4.0,0.0,1.0,0.10073796337677271,0.3880466742571369,0.2873087108803642,1
2012020215,2012,137,1,Period 1,DAL,CGY,1,0,0,4.0,2.0,-2.0,2.0,0.0,-2.0,0.0,0.0,0.1879082722576302,0.0064811460003688,-0.1814271262572614,0
2012020215,2012,137,1,Period 1,CGY,DAL,0,0,0,2.0,6.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0040241797936719,0.191404581811574,0.1873804020179021,1
2012020218,2012,2508,3,Period 3,STL,VAN,0,0,0,6.0,1.0,-5.0,2.0,0.0,-2.0,0.0,0.0,0.1687891939872413,0.0,-0.1687891939872413,0
2012020218,2012,2508,3,Period 3,VAN,STL,1,0,0,2.0,11.0,9.0,0.0,5.0,5.0,0.0,0.0,0.0874863140181209,0.402730862587104,0.3152445485689831,1
